# Origin	Destination	menuOption menuTarget objectID	Skills	Items	Quests	Varbits	VarPlayers	Duration	Display info
# Tutorial Island									
3588 3260 1	3588 3258 2	Climb-up Ladder 18002							
3595 3310 1	3595 3312 0	Climb-up Wall 39173							
3595 3312 0	3595 3310 1	Climb-down Wall 39172							
3601 3163 1	3605 3163 1	Climb-down Rock 17960							
3605 3163 1	3601 3163 1	Climb-up Rock 17959							
3605 3161 1	3605 3163 1	Jump-onto Rock 17958							
3595 3203 0	3595 3205 1	Climb-up Ladder 17974							
3595 3205 1	3595 3203 0	Climb-down Ladder 17975							
3598 3203 1	3598 3201 1	Jump-to Floorboards 18070							
3598 3201 1	3598 3203 1	Jump-to Floorboards 18071							
3599 3200 1	3601 3200 1	Jump-to Floorboards 18072							
3601 3200 1	3599 3200 1	Jump-to Floorboards 18073							
3605 3203 1	3605 3206 1	Walk-across Floor 18129							
3605 3206 1	3605 3203 1	Walk-across Floor 18130							
3606 3207 1	3606 3208 1	Crawl-under Wall 18078							
3606 3208 1	3606 3207 1	Crawl-under Wall 18078							
3604 3214 1	3601 3214 1	Walk-across Floor 18132							
3601 3214 1	3604 3214 1	Walk-across Floor 18133							
3601 3216 1	3601 3214 0	Climb-down Ladder 17975							
3601 3214 0	3601 3216 1	Climb-up Ladder 17974							
3598 3215 0	3598 3220 0	Climb-into Trapdoor tunnel 18083							
3598 3220 0	3598 3215 0	Climb-into Tunnel 18085							
3597 3219 0	3598 3215 0	Climb-into Tunnel 18085							
3594 3223 0	3595 3223 1	Climb-up Shelf 18086							
3595 3223 1	3594 3223 0	Climb-down Shelf 18087							
3596 3223 1	3597 3223 1	Crawl-under Wall 18088							
3597 3223 1	3596 3223 1	Crawl-under Wall 18088							
3598 3222 1	3601 3222 1	Jump-to Floorboards 18089							
3601 3222 1	3598 3222 1	Jump-to Floorboards 18090							
3603 3223 1	3603 3221 0	Climb-down Ladder 17975							
3603 3221 0	3603 3223 1	Climb-up Ladder 17974							
3608 3221 0	3609 3221 0	Open Door 18091							
3609 3221 0	3608 3221 0	Open Door 18091							
3619 3219 0	3617 3219 1	Climb-up Ladder 17974							
3617 3219 1	3619 3219 0	Climb-down Ladder 17975							
3615 3218 1	3615 3216 1	Jump-to Floorboards 18093							
3615 3216 1	3615 3218 1	Jump-to Floorboards 18094							
3615 3210 1	3614 3210 2	Climb-up Shelf 18095							
3614 3210 2	3615 3210 1	Climb-down Shelf 18096							
3610 3211 2	3610 3209 3	Climb-up Ladder 17974							
3610 3209 3	3610 3211 2	Climb-down Ladder 17975							
3613 3208 3	3613 3205 3	Jump-to Floorboards 18097							
3613 3205 3	3613 3208 3	Jump-to Floorboards 18098							
3613 3203 3	3611 3203 2	Climb-down Ladder 17975							
3611 3203 2	3613 3203 3	Climb-up Ladder 17974							
3612 3201 2	3610 3201 1	Climb-down Ladder 17975							
3610 3201 1	3612 3201 2	Climb-up Ladder 17974							
3611 3199 1	3611 3201 0	Climb-down Ladder 17975							
3611 3201 0	3611 3199 1	Climb-up Ladder 17974							
3616 3202 2	3622 3202 2	Walk-across Washing line 18099							
3622 3202 2	3616 3202 2	Walk-across Washing line 18100							
3625 3202 2	3625 3204 1	Climb-down Ladder 17975							
3625 3204 1	3625 3202 2	Climb-up Ladder 17974							
3623 3207 1	3623 3210 1	Walk-across Floor 18135							
3623 3210 1	3623 3207 1	Walk-across Floor 18136							
3623 3217 1	3623 3218 2	Climb-up Shelf 18105							
3623 3218 2	3623 3217 1	Climb-down Shelf 18106							
3623 3218 0	3621 3218 1	Climb-up Ladder 17974							
3621 3218 1	3623 3218 0	Climb-down Ladder 17975							
3625 3223 0	3625 3224 0	Open Door 18057							
3625 3224 0	3625 3223 0	Open Door 18057							
3625 3221 2	3626 3221 1	Climb-down Shelf 18107							
3626 3221 1	3625 3221 2	Climb-up Shelf 18108							
3623 3223 1	3623 3226 1	Jump-to Floorboards 18109							
3623 3226 1	3623 3223 1	Jump-to Floorboards 18110							
3622 3230 1	3622 3232 1	Jump-to Floorboards 18111							
3622 3232 1	3622 3230 1	Jump-to Floorboards 18112							
3624 3240 1	3626 3240 1	Jump-to Floorboards 18113							
3626 3240 1	3624 3240 1	Jump-to Floorboards 18114							
3631 3239 2	3629 3239 1	Climb-down Ladder 17975							
3629 3239 1	3631 3239 2	Climb-up Ladder 17974							
3628 3240 1	3630 3240 0	Climb-down Ladder 18116							
3630 3240 0	3628 3240 1	Climb-up Ladder 17974							
3625 3251 0	3627 3251 1	Climb-up Ladder 17974							
3627 3251 1	3625 3251 0	Climb-down Ladder 17975							
3632 3258 0	3630 3258 1	Climb-up Ladder 17974							
3630 3258 1	3632 3258 0	Climb-down Ladder 17975							
3633 3256 1	3636 3256 1	Jump-to Floorboards 18117							
3636 3256 1	3633 3256 1	Jump-to Floorboards 18118							
3639 3255 1	3639 3258 0	Climb-down Stairs down 17978							
3639 3258 0	3639 3255 1	Climb-up Stairs up 17976							
3640 3253 0	3640 3252 0	Push Wall 17980							
3640 3252 0	3640 3253 0	Push Wall 17980							
3627 3269 0	3624 3269 1	Climb-up Stairs up 17976							
3624 3269 1	3627 3269 0	Climb-down Stairs down 17978							
3632 3270 1	3629 3270 0	Climb-down Stairs down 17978							
3629 3270 0	3632 3270 1	Climb-up Stairs up 17976							
3631 3274 1	3633 3274 2	Climb-up Ladder 17974							
3633 3274 2	3631 3274 1	Climb-down Ladder 17975							
3613 3279 0	3615 3279 1	Climb-up Ladder 17974							
3615 3279 1	3613 3279 0	Climb-down Ladder 17975							
3598 3278 0	3598 3281 1	Climb-up Stairs up 17976							
3598 3281 1	3598 3278 0	Climb-down Stairs down 17978							
3593 9674 0	3593 3272 0	Climb-up Stairs 32561							
3593 3272 0	3593 9674 0	Climb-down Stairs 32560							
3596 9679 0	3596 9680 0	Open Door 32562							
3596 9680 0	3596 9679 0	Open Door 32562							
3606 3291 0	3606 3293 1	Climb-up Ladder 17974							
3606 3293 1	3606 3291 0	Climb-down Ladder 17975							
3607 3291 1	3609 3291 2	Climb-up Ladder 17974							
3609 3291 2	3607 3291 1	Climb-down Ladder 17975							
3615 3299 0	3613 3299 1	Climb-up Ladder 17974							
3613 3299 1	3615 3299 0	Climb-down Ladder 17975							
3638 3304 0	3638 3305 0	Walk-through Slashed tapestry 18125							
3638 3305 0	3638 3304 0	Walk-through Slashed tapestry 18125							
3642 3307 0	3641 3307 0	Open Door 18047							
3641 3307 0	3642 3307 0	Open Door 18047							
3637 9695 0	3643 3306 0	Climb-up Staircase 18050							
3643 3306 0	3637 9695 0	Climb-down Staircase 18049							
3629 9681 0	3629 9680 0	Open Door 17911							
3629 9680 0	3629 9681 0	Open Door 17911							
3630 9681 0	3630 9680 0	Open Door 17912							
3630 9680 0	3630 9681 0	Open Door 17912							
3513 9811 0	3492 9862 0	Enter Cave 38016							
3492 9862 0	3513 9811 0	Enter Cave entrance 12771							
3491 9876 0	3483 9832 0	Enter Cave entrance 12771							
3483 9832 0	3491 9876 0	Enter Cave entrance 12770							
3626 3293 0	3626 3291 1	Climb-up Ladder 17974							
3626 3291 1	3626 3293 0	Climb-down Ladder 17975							
3621 3317 0	3619 3317 1	Climb-up Ladder 17974							
3619 3317 1	3621 3317 0	Climb-down Ladder 17975							
									
# Darkmeyer									
3627 3328 0	3627 3332 0	Enter Cracked wall 39170							
3627 3332 0	3627 3328 0	Enter Cracked wall 39170							
3696 9764 2	3633 3339 0	Climb-up Staircase 39093							
3633 3339 0	3696 9764 2	Climb-down Staircase 39092							
3697 9764 2	3633 3339 0	Climb-up Staircase 39093							
3633 3340 0	3696 9764 2	Climb-down Staircase 39092							
3654 3384 0	2400 5969 0	Enter Mausoleum Door 38574							
2400 5969 0	3654 3384 0	Climb-up Stairs 38601							
2399 5969 0	3654 3384 0	Climb-up Stairs 38601							
2401 5969 0	3654 3384 0	Climb-up Stairs 38601							
3614 3362 0	3615 3361 0	Open Large door 39253							
3615 3361 0	3614 3361 0	Open Large door 39253							
3614 3361 0	3615 3361 0	Open Large door 39253							
3615 3362 0	3614 3361 0	Open Large door 39253							
3613 3338 0	3613 3342 1	Climb-up Staircase 39491							
3613 3342 1	3613 3338 0	Climb-down Staircase 39492							
3599 3317 0	3603 3317 1	Climb-up Staircase 39491							
3603 3317 1	3599 3317 0	Climb-down Staircase 39492							
									
# The Hollows									
3480 9837 0	3480 9836 0	Search Wall 5052							
3480 9836 0	3480 9837 0	Search Wall 5052							
3500 9811 0	3509 3449 0	Open Wooden doors 5056							
3509 3449 0	3500 9811 0	Open Wooden doors 5061							
3501 9811 0	3509 3449 0	Open Wooden doors 5057							
3510 3449 0	3500 9811 0	Open Wooden doors 5060							
3481 9824 0	3466 9820 0	Enter Cave entrance 5046							
3466 9820 0	3481 9824 0	Enter Cave entrance 5046							
3460 9813 0	3447 9822 0	Enter Cave entrance 16308							
3447 9822 0	3460 9813 0	Enter Cave entrance 16308							
3475 9806 0	3488 9815 0	Enter Cave entrance 5046							
3488 9815 0	3475 9806 0	Enter Cave entrance 5046							
3492 9809 0	3477 9799 0	Enter Cave entrance 5046							
3477 9799 0	3492 9809 0	Enter Cave entrance 5046							
3492 9824 0	3505 9832 0	Enter Cave entrance 5046							
3505 9832 0	3492 9824 0	Enter Cave entrance 5046							
									
# Slepe									
3703 3335 0	3700 3334 1	Climb-up Stairs 32647							
3700 3335 1	3703 3334 0	Climb-down Stairs 32648							
3703 3336 0	3700 3334 1	Climb-up Stairs 32647							
3703 3334 0	3700 3334 1	Climb-up Stairs 32647							
3720 3307 0	3732 9683 0	Climb-down Trapdoor 32643							
3732 9683 0	3720 3307 0	Climb-up Ladder 32644							
3727 3302 0	3738 9703 1	Climb-down Stairs 32637							
3738 9703 1	3728 3302 0	Climb-up Stairs 32638							
3728 3302 0	3738 9703 1	Climb-down Stairs 32637							
3739 9703 1	3728 3302 0	Climb-up Stairs 32638							
3729 3302 0	3738 9703 1	Climb-down Stairs 32637							
3735 3319 1	3736 3318 0	Climb-down Staircase 24359							
3736 3318 0	3735 3319 1	Climb-up Staircase 24358							
3736 3316 1	3736 3316 2	Climb-up Ladder 24351							
3736 3316 2	3736 3316 1	Climb-down Ladder 24352							
3741 3318 1	3742 3319 0	Climb-down Staircase 24359							
3742 3319 0	3741 3318 1	Climb-up Staircase 24358							
3741 3316 2	3741 3316 3	Climb-up Ladder 24351							
3741 3316 3	3741 3316 2	Climb-down Ladder 24352							
3745 3334 0	3745 3337 1	Climb-up Stairs 32647							
3746 3334 0	3745 3337 1	Climb-up Stairs 32647							
3747 3334 0	3745 3337 1	Climb-up Stairs 32647							
3746 3337 1	3745 3334 0	Climb-down Stairs 32648							
3728 9752 1	3728 9753 1	Open Gate 39512							
3728 9753 1	3728 9752 1	Open Gate 39512							
3727 9756 1	3725 3356 0	Climb-up Ladder 32642							
3725 3356 0	3727 9756 1	Climb-down Trapdoor 32641							
3725 3352 0	3725 3356 1	Climb-up Staircase 32645							
3725 3356 1	3725 3352 0	Climb-down Staircase 32646							
3726 3352 0	3726 3356 1	Climb-up Staircase 32645							
3726 3356 1	3726 3352 0	Climb-down Staircase 32646							
3728 9765 1	3728 9766 1	Open Gate 39510							
3728 9766 1	3728 9765 1	Open Gate 39510							
3728 9775 1	3728 9776 1	Open Gate 39510							
3728 9776 1	3728 9775 1	Open Gate 39510							
3737 9780 1	3738 9780 1	Open Gate 39510							
3738 9780 1	3737 9780 1	Open Gate 39510							
3746 9780 1	3747 9780 1	Open Gate 39510							
3747 9780 1	3746 9780 1	Open Gate 39510							
3788 9778 1	3792 9778 2	Climb-up Stairs 37832							
3792 9778 2	3788 9778 1	Climb-down Stairs 37833							
3788 9777 1	3792 9777 2	Climb-up Stairs 37832							
3792 9777 2	3788 9777 1	Climb-down Stairs 37833							
3824 9777 2	3828 9777 1	Climb-down Stairs 37833							
3828 9777 1	3824 9777 2	Climb-up Stairs 37832							
3828 9778 1	3824 9778 2	Climb-up Stairs 37832							
3824 9778 2	3828 9778 1	Climb-down Stairs 37833							
3807 9797 2	3807 9801 1	Climb-down Stairs 37836							
3807 9801 1	3807 9797 2	Climb-up Stairs 37835							
3808 9797 2	3808 9801 1	Climb-down Stairs 37836							
3808 9801 1	3808 9797 2	Climb-up Stairs 37835							
3809 9797 2	3809 9801 1	Climb-down Stairs 37836							
3809 9801 1	3809 9797 2	Climb-up Stairs 37835							
									
# Ectofunctus									
3672 3376 0	3670 3375 0	Climb Wall 39541							
3672 3374 0	3670 3375 0	Climb Wall 39541							
3666 3517 0	3666 3522 1	Climb-up Staircase 16646							
3666 3522 1	3666 3517 0	Climb-down Staircase 16647							
3667 3517 0	3667 3522 1	Climb-up Staircase 16646							
3667 3522 1	3667 3517 0	Climb-down Staircase 16647							
3669 9888 3	3654 3519 0	Climb-up Ladder 16110							
3654 3519 0	3669 9888 3	Climb-down Trapdoor 16114							
3653 3520 0	3669 9888 3	Climb-down Trapdoor 16114							
3653 3518 0	3669 9888 3	Climb-down Trapdoor 16114							
3652 3519 0	3669 9888 3	Climb-down Trapdoor 16114							
3671 9889 2	3675 9888 1	Climb-down Stairs 16109							
3675 9888 1	3671 9886 2	Climb-up Stairs 16108							
3671 9887 2	3675 9888 1	Climb-down Stairs 16109							
3675 9889 1	3671 9886 2	Climb-up Stairs 16108							
3671 9888 2	3675 9888 1	Climb-down Stairs 16109							
3675 9887 1	3671 9886 2	Climb-up Stairs 16108							
3674 9890 1	3671 9886 2	Climb-up Stairs 16108							
3672 9886 2	3675 9888 1	Climb-down Stairs 16109							
3673 9890 1	3671 9886 2	Climb-up Stairs 16108							
3674 9886 1	3671 9886 2	Climb-up Stairs 16108							
3673 9886 1	3671 9886 2	Climb-up Stairs 16108							
3687 9889 1	3683 9888 0	Climb-down Stairs 16109							
3683 9889 0	3687 9887 1	Climb-up Stairs 16108							
3687 9887 1	3683 9888 0	Climb-down Stairs 16109							
3683 9888 0	3687 9887 1	Climb-up Stairs 16108							
3687 9888 1	3683 9888 0	Climb-down Stairs 16109							
3683 9887 0	3687 9887 1	Climb-up Stairs 16108							
3686 9886 1	3683 9888 0	Climb-down Stairs 16109							
3686 9890 1	3683 9888 0	Climb-down Stairs 16109							
3689 9890 2	3692 9887 3	Climb-up Stairs 16108							
3688 9889 2	3692 9887 3	Climb-up Stairs 16108							
3688 9888 2	3692 9887 3	Climb-up Stairs 16108							
3688 9887 2	3692 9887 3	Climb-up Stairs 16108							
3690 9890 3	3688 9888 2	Climb-down Stairs 16109							
3691 9890 3	3688 9888 2	Climb-down Stairs 16109							
3692 9889 3	3688 9888 2	Climb-down Stairs 16109							
3692 9888 3	3688 9888 2	Climb-down Stairs 16109							
3692 9887 3	3688 9888 2	Climb-down Stairs 16109							
3691 9886 3	3688 9888 2	Climb-down Stairs 16109							
3690 9886 3	3688 9888 2	Climb-down Stairs 16109							
									
# Port Phasmatys (varbit:217=7?ECTO_TOKEN=2)									
3659 3509 0	3659 3507 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3660 3509 0	3660 3507 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3659 3507 0	3659 3509 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3660 3507 0	3660 3509 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3651 3486 0	3653 3486 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3651 3485 0	3653 3485 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3653 3486 0	3651 3486 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3653 3485 0	3651 3485 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3669 3452 0	3669 3454 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3670 3452 0	3670 3454 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3669 3454 0	3669 3452 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3670 3454 0	3670 3452 0	Pay-toll(2-Ecto) Energy Barrier 16105						2	
3702 3503 0	3705 3503 1	Cross Gangplank 17392						2	
3705 3503 1	3702 3503 0	Cross Gangplank 17393						2	
3709 3496 0	3712 3496 0	Cross Gangplank 11209						2	
3712 3496 0	3709 3496 0	Cross Gangplank 11210						2	
3714 3503 0	3714 3503 1	Climb-up Ship's ladder 11308						2	
3714 3503 1	3714 3503 0	Climb-down Ship's ladder 11309						2	
									
# Shipwreck (Morytania)									
3614 3541 1	3616 3541 2	Climb-up Ship's ladder 16111							
3616 3541 2	3614 3541 1	Climb-down Ship's ladder 16112							
3610 3543 0	3608 3543 1	Climb-up Ship's ladder 16111							
3608 3543 1	3610 3543 0	Climb-down Ship's ladder 16112							
3614 3543 1	3612 3543 0	Climb-down Ship's ladder 16112							
3612 3543 0	3614 3543 1	Climb-up Ship's ladder 16111							
3605 3545 1	3605 3548 0	Cross Gangplank 16651						3	
3605 3548 0	3605 3545 1	Cross Gangplank 16652						3	
3604 3550 0	3602 3550 0	Jump-To Rock 16115							
3602 3550 0	3604 3550 0	Jump-To Rock 16115							
3599 3552 0	3597 3552 0	Jump-To Rock 16115							
3597 3552 0	3599 3552 0	Jump-To Rock 16115							
3595 3554 0	3595 3556 0	Jump-To Rock 16115							
3595 3556 0	3595 3554 0	Jump-To Rock 16115							
3597 3559 0	3597 3561 0	Jump-To Rock 16115							
3597 3561 0	3597 3559 0	Jump-To Rock 16115							
3599 3564 0	3601 3564 0	Jump-To Rock 16115							
3601 3564 0	3599 3564 0	Jump-To Rock 16115							
									
# Experiment cave									
3578 3526 0	3577 9927 0	Push Memorial 5167			Creature of Fenkenstrain			2	
3577 9927 0	3578 3526 0	Climb-up Ladder 17387						2	
3504 9969 0	3504 3569 0	Climb-up Ladder 17387			Creature of Fenkenstrain			2	
3504 3571 0	3504 9969 0	Push Memorial 5167						2	
									
# Fenkenstrain's Castle									
3559 3550 0	3559 3554 1	Climb-up Staircase 5206							
3559 3554 1	3559 3549 0	Climb-down Staircase 5207							
3560 3550 0	3559 3554 1	Climb-up Staircase 5206							
3560 3554 1	3559 3549 0	Climb-down Staircase 5207							
3538 3554 1	3537 3549 0	Climb-down Staircase 5207							
3537 3550 0	3537 3554 1	Climb-up Staircase 5206							
3537 3554 1	3537 3549 0	Climb-down Staircase 5207							
3538 3550 0	3537 3554 1	Climb-up Staircase 5206							
3540 3543 0	3540 3543 1	Climb-up Ladder 16683							
3540 3543 1	3540 3543 0	Climb-down Ladder 16679							
3539 3544 0	3539 3544 1	Climb-up Ladder 16683							
3539 3544 1	3539 3544 0	Climb-down Ladder 16679							
3539 3542 0	3539 3542 1	Climb-up Ladder 16683							
3539 3542 1	3539 3542 0	Climb-down Ladder 16679							
3538 3543 1	3538 3543 0	Climb-down Ladder 16679							
3538 3543 0	3538 3543 1	Climb-up Ladder 16683							
3548 3565 0	3547 3565 0	Open Door 5174							
3547 3565 0	3548 3565 0	Open Door 5174							
3548 3551 1	3548 3552 1	Open Door 5172							
3548 3552 1	3548 3551 1	Open Door 5172							
3548 3553 1	3548 3553 2	Climb-up Ladder 16683							
3548 3553 2	3548 3553 1	Climb-down Ladder 16679							
3547 3554 1	3547 3554 2	Climb-up Ladder 16683							
3547 3554 2	3547 3554 1	Climb-down Ladder 16679							
3548 3555 1	3548 3555 2	Climb-up Ladder 16683							
3548 3555 2	3548 3555 1	Climb-down Ladder 16679							
3549 3554 1	3549 3554 2	Climb-up Ladder 16683							
3549 3554 2	3549 3554 1	Climb-down Ladder 16679							
3549 3543 1	3549 3542 1	Open Door 5183							
3549 3542 1	3549 3543 1	Open Door 5183							
3548 3543 1	3548 3542 1	Open Door 5186							
3548 3542 1	3548 3543 1	Open Door 5186							
3548 3540 1	3548 3540 2	Climb-up Ladder 16683							
3548 3540 2	3548 3540 1	Climb-down Ladder 16679							
3549 3539 1	3549 3539 2	Climb-up Ladder 16683							
3549 3539 2	3549 3539 1	Climb-down Ladder 16679							
3548 3538 1	3548 3538 2	Climb-up Ladder 16683							
3548 3538 2	3548 3538 1	Climb-down Ladder 16679							
3547 3539 1	3547 3539 2	Climb-up Ladder 16683							
3547 3539 2	3547 3539 1	Climb-down Ladder 16679							
									
# Slayer Tower									
3417 3536 0	3412 9932 3	Climb-down Ladder 30191							
3412 9932 3	3417 3536 0	Climb-up Ladder 30192							
3427 3555 1	3427 3556 1	Open Door 2104							
3427 3556 1	3427 3555 1	Open Door 2104							
3426 3555 1	3426 3556 1	Open Door 2102							
3426 3556 1	3426 3555 1	Open Door 2102							
3433 3538 1	3438 3537 0	Climb-down Staircase 2118							
3438 3537 0	3433 3537 1	Climb-up Staircase 2114							
3433 3537 1	3438 3537 0	Climb-down Staircase 2118							
3438 3538 0	3433 3537 1	Climb-up Staircase 2114							
3417 3540 2	3412 3540 1	Climb-down Staircase 2120							
3412 3540 1	3417 3540 2	Climb-up Staircase 2119							
3417 3541 2	3412 3540 1	Climb-down Staircase 2120							
3412 3541 1	3417 3540 2	Climb-up Staircase 2119							
									
# Monastery									
3057 3484 0	3057 3484 1	Climb-up Ladder 2641	31 Prayer					2	
3056 3483 0	3056 3483 1	Climb-up Ladder 2641	31 Prayer					2	
3057 3482 0	3057 3482 1	Climb-up Ladder 2641	31 Prayer					2	
3058 3483 0	3058 3483 1	Climb-up Ladder 2641	31 Prayer					2	
